Name,Authentic Player Name Search,Face Pic,Player ID,Club,Nationality,Birth Date,Age,Wage USD,Wage EUR,Wage GBP,Primary,Secondary,Tertiary,Overall
F. Otto,Fynn Otto,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p257081.png,257081,SC Verl,Germany,2002-03-08,22,500,450,400,CB,,,60
Stark,Julian Stark,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p257183.png,257183,SC Verl,Germany,2001-03-08,23,750,650,550,CM,CB,,63
Mikic,Daniel Mikić,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p256275.png,256275,SC Verl,Germany,1992-07-06,31,750,700,600,CB,,,63
Arweiler,Jonas Arweiler,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p255540.png,255540,SC Verl,Germany,1997-04-10,27,1000,950,800,ST,,,64
Stöcker,Michel Stöcker,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p252902.png,252902,SC Verl,Germany,1999-04-14,25,900,800,700,LB,CB,,65
Kyeremateng,Gabriel Kyeremateng,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p246238.png,246238,SC Verl,Germany,1999-04-28,25,650,600,500,ST,,,60
Y. Otto,Yari Otto,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p244076.png,244076,SC Verl,Germany,1999-05-27,25,900,800,700,CAM,ST,,64
Benger,Marcel Benger,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p241900.png,241900,SC Verl,Germany,1998-07-02,25,900,800,700,CDM,CM,,65
Taz,Berkan Taz,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p240329.png,240329,SC Verl,Germany,1998-12-19,25,800,750,600,CAM,LM,,63
Kammerbauer,Patrick Kammerbauer,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p235253.png,235253,SC Verl,Germany,1997-02-11,27,850,750,650,CM,CDM,CAM,63
Kijewski,Niko Kijewski,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p229175.png,229175,SC Verl,Germany,1996-03-28,28,1000,900,750,LB,CB,,65
Baack,Tom Baack,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p229184.png,229184,SC Verl,Germany,1999-03-13,25,1100,1000,900,CM,CDM,CB,66
Zacharias,Marlon Zacharias,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p72959.png,72959,SC Verl,Germany,2005-02-06,19,200,200,150,GK,,,56
Gerhardt,Konstantin Gerhardt,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p72960.png,72960,SC Verl,Germany,2005-04-16,19,350,300,250,CM,RB,,55
Demming,Lukas Demming,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p72961.png,72961,SC Verl,Germany,2000-02-10,24,550,500,450,CM,CDM,,59
Probst,Eduard Probst,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p269883.png,269883,SC Verl,Germany,2001-03-24,23,600,550,500,ST,,,60
Knost,Tobias Knost,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p243971.png,243971,SC Verl,Kenya,2000-05-08,24,650,600,500,RB,CB,,63
Steczyk,Dominik Steczyk,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p251597.png,251597,SC Verl,Poland,1999-05-04,25,650,600,500,ST,RM,LM,60
Felipe,Felipe Sánchez,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p273904.png,273904,Schalke 04,Argentina,2004-04-07,20,3800,3500,2900,CB,,,68
Langer,Michael Langer,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p107084.png,107084,Schalke 04,Austria,1985-01-06,39,1600,1500,1200,GK,,,65
Osmani,Tristan Osmani,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p72966.png,72966,Schalke 04,Austria,2005-03-30,19,1300,1200,1000,CAM,CM,,56
Wasinski,Martin Wasinski,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p263707.png,263707,Schalke 04,Belgium,2004-04-07,20,1900,1800,1500,CB,,,63
Noode,Steve Noode,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p74612.png,74612,Schalke 04,Cameroon,2005-06-02,19,1000,900,800,CB,,,55
Kalas,Tomáš Kalas,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p201122.png,201122,Schalke 04,Czech Republic,1993-05-15,31,8500,7800,6600,CB,,,71
Højlund,Emil Højlund,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p276979.png,276979,Schalke 04,Denmark,2005-01-04,19,1500,1400,1200,ST,,,58
Murkin,Derry John Murkin,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p269248.png,269248,Schalke 04,England,1999-07-27,24,6300,5800,4900,LB,CB,LM,70
Hamache,Ilyes Hamache,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p264501.png,264501,Schalke 04,France,2003-02-11,21,2700,2500,2100,LM,RM,,65
Lasme,Bryan Lasme,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p237509.png,237509,Schalke 04,France,1998-11-14,25,6000,5500,4700,ST,RM,,68
Heekeren,Justin Heekeren,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p269955.png,269955,Schalke 04,Germany,2000-11-27,23,2000,1900,1600,GK,,,64
Matriciani,Henning Matriciani,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p262212.png,262212,Schalke 04,Germany,2000-03-14,24,4500,4200,3500,RB,CB,LB,68
Mohr,Tobias Mohr,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p243887.png,243887,Schalke 04,Germany,1995-08-24,28,6000,5500,4700,LM,CM,,68
Hoffmann,Ron-Thorben Hoffmann,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p241859.png,241859,Schalke 04,Germany,1999-04-04,25,6500,5900,5000,GK,,,71
Tempelmann,Lino Tempelmann,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p241085.png,241085,Schalke 04,Germany,1999-02-02,25,5500,5100,4300,CM,CDM,,68
Schallenberg,Ron Schallenberg,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p239099.png,239099,Schalke 04,Germany,1998-10-06,25,7000,6400,5500,CDM,CB,,70
Donkor,Anton Donkor,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p232203.png,232203,Schalke 04,Germany,1997-11-11,26,5300,4900,4100,LB,LM,,68
Bachmann,Janik Bachmann,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p224094.png,224094,Schalke 04,Germany,1996-05-06,28,4700,4300,3700,CDM,CM,CAM,67
Seguin,Paul Seguin,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p221885.png,221885,Schalke 04,Germany,1995-03-29,29,8400,7700,6600,CM,CDM,,70
Younes,Amin Younes,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p205966.png,205966,Schalke 04,Germany,1993-08-06,30,9300,8500,7300,CAM,ST,LM,71
Drexler,Dominick Drexler,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p198617.png,198617,Schalke 04,Germany,1990-05-26,34,5800,5300,4500,CAM,CM,RM,68
Fährmann,Ralf Fährmann,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p179783.png,179783,Schalke 04,Germany,1988-09-27,35,3300,3000,2600,GK,,,69
Podlech,Luca Podlech,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p72962.png,72962,Schalke 04,Germany,2005-03-23,19,700,650,550,GK,,,58
Barthel,Niklas Barthel,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p72963.png,72963,Schalke 04,Germany,2005-02-15,19,1100,1000,850,CB,,,56
Becker,Vitalie Becker,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p72964.png,72964,Schalke 04,Germany,2005-03-03,19,1100,1000,850,LB,,,57
Remmert,Peter Remmert,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p72965.png,72965,Schalke 04,Germany,2005-07-09,18,1000,900,750,ST,,,56
Grüger,Max Grüger,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p72967.png,72967,Schalke 04,Germany,2005-05-24,19,1100,1000,850,CDM,CM,,56
Bayindir,Aris Bayindir,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p72968.png,72968,Schalke 04,Germany,2006-12-27,17,300,250,250,CAM,CM,,58
Bulut,Taylan Bulut,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p72315.png,72315,Schalke 04,Germany,2006-01-19,18,600,550,450,RB,CB,,58
Antwi-Adjei,Christopher Antwi-Adjei,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p239073.png,239073,Schalke 04,Ghana,1994-02-07,30,9300,8500,7300,LM,,,71
Cissé,Ibrahima Cissé,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p251992.png,251992,Schalke 04,Mali,2001-02-15,23,1900,1800,1500,CB,,,61
Sylla,Moussa Sylla,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p237708.png,237708,Schalke 04,Mali,1999-11-25,24,7700,7100,6000,ST,RM,LM,70
Kamiński,Marcin Kamiński,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p199761.png,199761,Schalke 04,Poland,1992-01-15,32,7400,6800,5700,CB,,,70
Gantenbein,Adrian Gantenbein,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p269566.png,269566,Schalke 04,Switzerland,2001-04-18,23,3300,3000,2600,RB,RM,,66
Aydin,Mehmet Can Aydın,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p261446.png,261446,Schalke 04,Turkey,2002-02-09,22,5400,4900,4200,RB,,,69
Karaman,Kenan Karaman,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p212240.png,212240,Schalke 04,Turkey,1994-03-05,30,12000,11000,9300,CAM,ST,,73
Zalazar,Mauro Zalazar,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p74611.png,74611,Schalke 04,Uruguay,2005-04-13,19,1300,1200,1000,CM,CAM,,59
Maksimovic,Damian Maksimovic,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p277444.png,277444,SCR Altach,Austria,2004-11-18,19,1300,1200,1000,ST,,,56
Piffer,Paul Piffer,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p277446.png,277446,SCR Altach,Austria,2006-04-08,18,150,150,150,GK,,,57
Madritsch,Diego Madritsch,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p274853.png,274853,SCR Altach,Austria,2005-08-02,18,700,650,550,CM,,,59
Fridrikas,Lukas Fridrikas,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p266162.png,266162,SCR Altach,Austria,1997-12-30,26,4700,4300,3700,ST,,,67
Mischitz,Samuel Mischitz,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p263443.png,263443,SCR Altach,Austria,2003-08-14,20,1300,1200,1000,RB,,,59
Kronberger,Luca Kronberger,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p258821.png,258821,SCR Altach,Austria,2002-02-15,22,2600,2300,2000,LM,CM,RM,64
Helac,Ammar Helac,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p257304.png,257304,SCR Altach,Austria,1998-06-13,26,1900,1800,1500,GK,,,63
Koller,Paul Koller,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p252252.png,252252,SCR Altach,Austria,2002-02-22,22,4000,3700,3100,CB,,,68
Lukacevic,Leonardo Lukacevic,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p252254.png,252254,SCR Altach,Austria,1999-01-21,25,3100,2800,2400,LM,LB,,65
Estrada,Pascal Estrada,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p244507.png,244507,SCR Altach,Austria,2002-03-12,22,2300,2100,1800,CB,CDM,,64
Fadinger,Lukas Fadinger,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p243618.png,243618,SCR Altach,Austria,2000-09-27,23,4400,4100,3500,CAM,CM,,68
Demaku,Vesel Demaku,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p240481.png,240481,SCR Altach,Austria,2000-02-05,24,2300,2100,1800,CM,CDM,,63
Gebauer,Christian Gebauer,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p239357.png,239357,SCR Altach,Austria,1993-12-20,30,4300,4000,3400,RM,RB,,67
Ingolitsch,Sandro Ingolitsch,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p239476.png,239476,SCR Altach,Austria,1997-04-18,27,2700,2500,2100,RB,RM,,64
Gugganig,Lukas Gugganig,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p228058.png,228058,SCR Altach,Austria,1995-02-14,29,4100,3800,3200,CB,,,67
Jäger,Lukas Jäger,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p223427.png,223427,SCR Altach,Austria,1994-02-12,30,3400,3100,2600,CDM,CM,RB,66
Milojevic,Filip Milojevic,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73141.png,73141,SCR Altach,Austria,2005-02-09,19,900,800,700,CB,,,52
Lincoln,Lincoln,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p260637.png,260637,SCR Altach,Brazil,2000-12-16,23,4100,3800,3200,ST,RW,LW,67
Santos,Gustavo Santos,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p233094.png,233094,SCR Altach,Brazil,1996-06-25,28,3700,3400,2900,ST,,,65
Ouédraogo,Mohamed Ouédraogo,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p276188.png,276188,SCR Altach,Burkina Faso,2003-01-02,21,1300,1200,1000,LB,LM,LW,60
Tietietta,Salif Tietietta,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73604.png,73604,SCR Altach,Burkina Faso,2004-11-29,19,1000,950,800,CAM,,,54
Bahloul,Sofian Bahloul,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p70774.png,70774,SCR Altach,France,1999-12-16,24,3100,2800,2400,RW,CAM,,65
Bähre,Mike-Steven Bähre,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p229477.png,229477,SCR Altach,Germany,1995-08-10,28,4500,4100,3500,CM,CDM,,67
Nuhiu,Atdhe Nuhiu,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p188996.png,188996,SCR Altach,Kosovo,1989-07-29,34,4000,3700,3100,ST,,,66
Oberwaditzer,Felix Oberwaditzer,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73208.png,73208,SCR Altach,Liechtenstein,2006-03-14,18,500,450,400,CB,,,51
Stojanović,Dejan Stojanović,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p205759.png,205759,SCR Altach,North Macedonia,1993-07-19,30,5300,4800,4100,GK,,,70
De la Vega,Pedro De la Vega,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p246045.png,246045,Seattle Sounders,Argentina,2001-02-07,23,8300,7600,6500,RW,LW,LM,74
Léo Chú,Léo Chú,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p263790.png,263790,Seattle Sounders,Brazil,2000-04-06,24,2900,2600,2200,LM,LW,,67
Nathan,Nathan,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p225529.png,225529,Seattle Sounders,Brazil,1995-05-13,29,3700,3400,2900,CB,,,68
Joao Paulo,João Paulo,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p205953.png,205953,Seattle Sounders,Brazil,1991-03-08,33,9000,8300,7000,CDM,CM,,76
Nouhou,Nouhou,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p237469.png,237469,Seattle Sounders,Cameroon,1997-06-23,27,5700,5200,4400,LB,CB,,71
Yeimar,Yeimar Gómez Andrade,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p224396.png,224396,Seattle Sounders,Colombia,1992-06-30,32,7900,7300,6200,CB,,,74
Roldan,Alex Roldan,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p242648.png,242648,Seattle Sounders,El Salvador,1996-07-28,27,4200,3800,3300,RB,RM,,69
Braudilio,Braudilio Rodrigues,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p69989.png,69989,Seattle Sounders,Guinea-Bissau,1999-11-15,24,1500,1300,1100,LW,CAM,RW,59
Minoungou,Georgi Minoungou,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p72379.png,72379,Seattle Sounders,Ivory Coast,2002-07-25,21,1000,950,800,RM,,,52
Bell,Jon Bell,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p261565.png,261565,Seattle Sounders,Jamaica,1997-08-26,26,1800,1700,1400,CB,LB,,63
Vargas,Obed Vargas,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p263701.png,263701,Seattle Sounders,Mexico,2005-08-05,18,850,800,650,CM,CDM,RM,65
Ruidíaz,Raúl Ruidíaz,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p204538.png,204538,Seattle Sounders,Peru,1990-07-25,33,9500,8700,7400,ST,,,74
Thomas,Andrew Thomas,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p262530.png,262530,Seattle Sounders,Russia,1998-09-01,25,1100,950,850,GK,,,58
Rusnák,Albert Rusnák,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p210423.png,210423,Seattle Sounders,Slovakia,1994-07-07,29,8300,7600,6500,CAM,CDM,CM,73
Hawkins,Stuart Hawkins,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p278151.png,278151,Seattle Sounders,United States,2006-09-18,17,50,50,50,CB,,,53
Baker,Cody Baker,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p275338.png,275338,Seattle Sounders,United States,2004-01-04,20,1000,900,800,RB,LB,,58
Kitahara,Sota Kitahara,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p272663.png,272663,Seattle Sounders,United States,2003-01-11,21,1000,950,800,CM,CDM,,52
Castro,Jacob Castro,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p272755.png,272755,Seattle Sounders,United States,1999-12-18,24,850,800,650,GK,,,55
Ragen,Jackson Ragen,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p267995.png,267995,Seattle Sounders,United States,1998-09-24,25,2900,2600,2200,CB,,,67
Teves,Dylan Teves,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p268327.png,268327,Seattle Sounders,United States,2000-05-04,24,1200,1100,950,RM,,,55
Baker-Whiting,Reed Baker-Whiting,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p262208.png,262208,Seattle Sounders,United States,2005-03-31,19,750,650,550,RB,LB,LM,59
Rothrock,Paul Rothrock,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p260657.png,260657,Seattle Sounders,United States,1999-01-09,25,1500,1300,1100,RM,LW,,59
Atencio,Josh Atencio,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p256934.png,256934,Seattle Sounders,United States,2002-01-31,22,1700,1600,1400,CDM,CM,CB,64
Leyva,Danny Leyva,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p248856.png,248856,Seattle Sounders,United States,2003-05-05,21,1700,1500,1300,CM,CDM,,64
Musovski,Danny Musovski,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p243302.png,243302,Seattle Sounders,United States,1995-11-30,28,2300,2100,1800,ST,LW,,63
C. Roldan,Cristian Roldan,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p226807.png,226807,Seattle Sounders,United States,1995-06-03,29,8300,7600,6500,RM,CM,CAM,73
Morris,Jordan Morris,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p226035.png,226035,Seattle Sounders,United States,1994-10-26,29,8000,7300,6200,ST,LM,RM,72
Frei,Stefan Frei,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p190569.png,190569,Seattle Sounders,United States,1986-04-20,38,3400,3100,2600,GK,,,72
Kallaku,Sherif Kallaku,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p275701.png,275701,Sepsi OSK,Albania,1998-03-01,26,3900,3500,3000,CAM,,,64
G. Debeljuh,Gabriel Debeljuh,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p251779.png,251779,Sepsi OSK,Croatia,1996-09-28,27,6200,5700,4800,ST,,,67
Sigér,Dávid Sigér,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p253077.png,253077,Sepsi OSK,Hungary,1990-11-30,33,4900,4500,3800,CM,CDM,,66
Bardea,Nir Bardea,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p73225.png,73225,Sepsi OSK,Israel,1996-01-25,28,3700,3400,2900,CB,,,64
Mino,Sota Mino,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p269424.png,269424,Sepsi OSK,Japan,1994-10-20,29,7600,6900,5900,CDM,CM,,69
Breij,Michael Breij,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p242686.png,242686,Sepsi OSK,Netherlands,1997-01-15,27,6200,5700,4800,RW,CAM,CM,67
Alimi,Isnik Alimi,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p276076.png,276076,Sepsi OSK,North Macedonia,1994-02-02,30,5200,4800,4000,CDM,CM,,67
Otelita,Bogdan Oteliță,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p275883.png,275883,Sepsi OSK,Romania,2002-08-02,21,2300,2100,1800,RB,LB,RM,63
Oroian,Darius Oroian,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p275702.png,275702,Sepsi OSK,Romania,2003-08-01,20,2000,1800,1500,RB,RM,,62
Gedő,Hunor Gedő,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p268799.png,268799,Sepsi OSK,Romania,2004-01-16,20,1200,1100,900,GK,,,54
Păun,Nicolae Păun,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p262261.png,262261,Sepsi OSK,Romania,1999-01-19,25,4900,4500,3900,CDM,CM,,67
Harut,Denis Haruț,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p251636.png,251636,Sepsi OSK,Romania,1999-02-25,25,3400,3100,2600,CB,RB,CDM,64
Stefan,Florin Ștefan,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p248041.png,248041,Sepsi OSK,Romania,1996-05-09,28,4700,4300,3600,LB,CB,,66
Ciobotariu,Denis Ciobotariu,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p246563.png,246563,Sepsi OSK,Romania,1998-06-10,26,6100,5600,4800,CB,RB,,68
Niczuly,Roland Niczuly,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p236963.png,236963,Sepsi OSK,Romania,1995-09-21,28,5200,4800,4100,GK,,,68
C.Matei,Cosmin Matei,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p208739.png,208739,Sepsi OSK,Romania,1991-09-30,32,4900,4500,3800,CAM,LM,,66
Moldovan,Dinu Moldovan,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p199730.png,199730,Sepsi OSK,Romania,1990-05-03,34,2600,2300,2000,GK,,,63
Drăghiceanu,Marian Drăghiceanu,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p72885.png,72885,Sepsi OSK,Romania,1999-07-07,24,2600,2400,2100,CAM,,,62
Gyenge,Szilárd Gyenge,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p72751.png,72751,Sepsi OSK,Romania,2001-02-11,23,1600,1500,1300,GK,,,60
Coman,Marius Coman,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p72404.png,72404,Sepsi OSK,Romania,1996-07-31,27,3300,3000,2600,ST,,,62
Popsa,Davide Popșa,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p70242.png,70242,Sepsi OSK,Romania,2002-07-04,21,1700,1600,1300,RB,,,56
Hajdin,Stefan Hajdin,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p72403.png,72403,Sepsi OSK,Serbia,1994-04-15,30,3900,3600,3000,LB,LM,,65
Nešković,Mihajlo Nešković,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p72391.png,72391,Sepsi OSK,Serbia,2000-02-09,24,4200,3900,3300,LM,LW,CAM,66
Branislav,Branislav Niňaj,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p229065.png,229065,Sepsi OSK,Slovakia,1994-05-17,30,5200,4800,4000,CB,,,67
Oberlin,Dimitri Oberlin,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p223151.png,223151,Sepsi OSK,Switzerland,1997-09-27,26,3800,3400,2900,ST,RM,,63
Stevanović,Miroslav Stevanović,https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/25/heads/p206254.png,206254,Servette FC,Bosnia Herzegovina,1990-07-29,33,21000,19000,16500,RM,RW,,75
